dataset_code,location_name,location,date_time,z_water_m,z_ice_m,z_diff_m,density,tool,comments,filename,lat,lon
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  36 meters south & 39 meters east of the blue box,11/27/96 0:00,-3.76,4.16,0.4,0.90384614,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  46 meters south & 10 meters east of the blue box,11/27/96 0:00,-3.79,4.16,0.37,0.9110577,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  57 meters south & 17 meters east of the blue box,11/27/96 0:00,-3.75,4.17,0.42,0.89928055,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  26 meters south & 89 meters east of the blue box,11/27/96 0:00,-3.59,3.92,0.33,0.9158163,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  29 meters south & 36 meters east of the blue box,11/27/96 0:00,-3.65,4.1,0.45,0.8902439,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  46 meters south & 59 meters east of the blue box,11/27/96 0:00,-3.6,3.97,0.37,0.906801,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  46 meters south & 69 meters east of the blue box,11/27/96 0:00,-3.58,3.9,0.32,0.9179487,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  47 meters south & 76 meters east of the blue box,11/27/96 0:00,-3.57,3.97,0.4,0.8992443,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  9 meters south & 6 meters east from the blue box,11/27/96 0:00,-3.64,4.07,0.43,0.8943489,Kovacs,,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  E sediment traps,12/1/96 0:00,-4.39,4.58,0.19,0.9585153,"""4"""" Jiffy""",low spot,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  W sediment traps,12/1/96 0:00,-4.3,4.53,0.23,0.9492274,"""4"""" Jiffy""",low spot,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  28 meters south & 39 meters east of the blue box,12/3/96 0:00,-4.1,4.64,0.54,0.8836207,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  36 meters south & 35 meters east of the blue box,12/3/96 0:00,-4.16,4.68,0.52,0.8888889,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  14 meters south & 25 meters east of the blue box,12/3/96 0:00,-4.21,4.71,0.5,0.8938429,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  18 meters south & 20 meters east of the blue box,12/3/96 0:00,-4.21,5.15,0.94,0.81747574,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  44 meters south & 18 meters east of the blue box,12/3/96 0:00,-4.24,5.37,1.13,0.7895717,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  5 meters south & 8 meters east of the blue box,12/3/96 0:00,-4.25,4.7,0.45,0.90425533,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  66 meters south & 8 meters east of the blue box,12/3/96 0:00,-4.27,4.7,0.43,0.9085106,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  77 meters south & 60 meters east of the blue box,12/3/96 0:00,-4.29,4.64,0.35,0.92456895,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  82 meters south & 75 meters east of the blue box,12/3/96 0:00,-4.17,4.63,0.46,0.90064794,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  87 meters south & 9 meters east of the blue box,12/3/96 0:00,-4.26,4.83,0.57,0.8819876,"""4"""" Jiffy""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Joyce,Lake Joyce:  042W hole,12/5/96 0:00,-4.62,5.18,0.56,0.8918919,"""4"""" Jiffy, melted""",,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Joyce,Lake Joyce:  sampling hole,12/5/96 0:00,-4.57,4.82,0.25,0.94813275,"""10"""" Jiffy""",low spot,icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Miers,Lake Miers:  sampling hole,12/10/96 0:00,-4.41,4.73,0.32,0.9323467,"""10"""" Jiffy""","""low spot;  0.2m and 0.45m z to nearby """"tables""""""",icethk.xls,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  hole 14,1/8/97 0:00,,3.2,,,,Measurement made in conjunction with bathymetry mapping project,thckness.dat,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  incubation hole,11/8/97 0:00,-3.96,4.26,0.3,0.93,,drilled in a low spot,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  sampling hole,11/8/97 0:00,-3.96,4.52,0.56,0.88,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  53 meters south & 57 meters east of the blue box,11/30/97 0:00,-3.7,4.17,0.47,0.89,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  40 meters south & 85 meters east of the blue box,11/30/97 0:00,-3.75,4.15,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  46 meters south & 49 meters east of the blue box,11/30/97 0:00,-3.78,3.99,0.21,0.95,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  58 meters south & 12 meters east of the blue box,11/30/97 0:00,-3.73,4.1,0.37,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  76 meters south & 80 meters east of the blue box,11/30/97 0:00,-3.72,4.09,0.37,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  N sediment traps,12/2/97 0:00,-3.73,3.93,0.2,0.95,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  25 meters south & 10 meters east of the blue box,12/4/97 0:00,-3.81,4.17,0.36,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  31 meters south & 86 meters east of the blue box,12/4/97 0:00,-3.75,4.17,0.42,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  61 meters south & 91 meters east of the blue box,12/4/97 0:00,-3.72,4.09,0.37,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  64 meters south & 30 meters east of the blue box,12/4/97 0:00,-3.78,4.3,0.52,0.88,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,East Lake Bonney,East Lake Bonney:  71 meters south & 22 meters east of the blue box,12/4/97 0:00,-3.73,4.09,0.36,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Miers,Lake Miers:  sampling hole,12/5/97 0:00,-4.43,4.82,0.39,0.92,,drilled in a low spot,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Miers,Lake Miers:  sampling hole,12/5/97 0:00,-4.4,4.8,0.4,0.92,,drilled in a low spot,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  33 meters south & 74 meters east of the blue box,12/6/97 0:00,-3.59,3.93,0.34,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  36 meters south & 5 meters east of the blue box,12/6/97 0:00,-3.61,4.01,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  42 meters south & 81 meters east of the blue box,12/6/97 0:00,-3.62,3.97,0.35,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  43 meters south & 68 meters east of the blue box,12/6/97 0:00,-3.61,4.01,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  51 meters south & 42 meters east of the blue box,12/6/97 0:00,-3.55,3.95,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  55 meters south & 91 meters east of the blue box,12/6/97 0:00,-3.62,3.94,0.32,0.92,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  60 meters south & 88 meters east of the blue box,12/6/97 0:00,-3.58,3.89,0.31,0.92,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  19 meters south & 60 meters east of the blue box,12/6/97 0:00,-3.61,4,0.39,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  21 meters south & 7 meters east of the blue box,12/6/97 0:00,-3.55,3.95,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,West Lake Bonney,West Lake Bonney:  23 meters south & 52 meters east of the blue box,12/6/97 0:00,-3.63,4.01,0.38,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Joyce,Lake Joyce:  sampling hole,12/9/97 0:00,-4.82,5.27,0.45,0.91,,drilled in a low spot,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  12 meters south & 60 meters west of the blue box,12/14/97 0:00,-4.75,5.2,0.45,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  13 meters south & 40 meters west of the blue box,12/14/97 0:00,-4.37,4.9,0.53,0.89,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  15 meters south & 11 meters west of the blue box,12/14/97 0:00,-4.15,4.6,0.45,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  23 meters south & 57 meters west of the blue box,12/14/97 0:00,-4.4,4.81,0.41,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  42 meters south & 68 meters west of the blue box,12/14/97 0:00,-4.42,4.88,0.46,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  45 meters south & 71 meters west of the blue box,12/14/97 0:00,-4.45,4.86,0.41,0.92,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  51 meters south & 37 meters west of the blue box,12/14/97 0:00,-4.4,4.89,0.49,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  58 meters south & 99 meters west of the blue box,12/14/97 0:00,-4.51,4.86,0.35,0.93,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  69 meters south & 87 meters west of the blue box,12/14/97 0:00,-4.52,4.85,0.33,0.93,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Hoare,Lake Hoare:  8 meters south & 58 meters west of the blue box,12/14/97 0:00,-4.53,4.94,0.41,0.92,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  E sediment traps,12/15/97 0:00,-3.53,3.93,0.4,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  W sediment traps,12/15/97 0:00,-3.67,3.99,0.32,0.92,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  17 meters south & 86 meters east of the blue box,12/17/97 0:00,-4.37,4.8,0.43,0.91,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  2 meters south & 58 meters east of the blue box,12/17/97 0:00,-4.08,4.54,0.46,0.9,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  41 meters south & 15 meters east of the blue box,12/17/97 0:00,-3.87,4.34,0.47,0.89,,,Ice_thickness9798.tx,,
LIMNO_ICE_THICKNESS,Lake Fryxell,Lake Fryxell:  42 meters south & 61 meters east of the blue box,12/17/97 0:00,-4.35,4.79,0.44,0.91,,,Ice_thickness9798.tx,,
